id,app,category,rating,review,date,helpful_votes,verified_purchase,device_type,app_version
460,Miro,collaborative whiteboard,5,Permissions are granular enough that clients can view but not edit. CSV export includes everything I need for further analysis.,2023-10-19,1,True,desktop,
461,Dovetail,research repository,5,Custom fields on participants let me filter by screener criteria.,2024-10-24,14,True,,1.8.4
462,Maze,usability testing,5,Works offline and syncs when I get back to WiFi — essential for fieldwork.,2024-11-29,0,True,tablet,4.2.3
463,Dovetail,research repository,5,Works offline and syncs when I get back to WiFi — essential for fieldwork. Template library covers most of my research formats out of the box.,2024-10-20,17,True,tablet,1.9.0
464,Miro,collaborative whiteboard,5,PDF reports look professional enough to share with executives. The guest access feature is perfect for external stakeholders.,2024-09-30,25,True,mobile,9.1.0
465,Fieldkit,field research,4,Template library covers most of my research formats out of the box.,2024-08-31,38,True,tablet,
466,Fieldkit,field research,4,Permissions are granular enough that clients can view but not edit.,2023-10-11,16,True,tablet,3.0.0
467,Maze,usability testing,3,Reasonable feature set — the UX of the tool itself could use some research.,2023-09-04,3,False,tablet,4.1.0
468,Lookback,user research,4,Sharing clips with stakeholders takes about 30 seconds.,2024-11-02,31,False,mobile,5.1.2
469,Maze,usability testing,5,Video clips export cleanly with timecodes intact.,2024-08-20,45,False,mobile,
470,Dovetail,research repository,4,The onboarding checklist is paced well — not overwhelming.,2024-10-15,30,False,mobile,1.8.4
471,Maze,usability testing,4,Custom fields on participants let me filter by screener criteria.,2024-07-25,11,True,tablet,4.2.3
472,Miro,collaborative whiteboard,2,The Figma integration is read-only; I can't push annotations back.,2023-07-07,43,False,tablet,9.2.1
473,Fieldkit,field research,3,"Works fine — nothing remarkable, nothing broken.",2023-11-11,26,False,desktop,2.5.0
474,Maze,usability testing,4,GPS tagging for field observations is exactly what I needed.,2023-05-01,30,True,,4.0.1
475,Lookback,user research,5,Works offline and syncs when I get back to WiFi — essential for fieldwork.,2023-07-19,32,True,,5.1.2
476,Miro,collaborative whiteboard,4,CSV export includes everything I need for further analysis.,2023-06-04,8,False,mobile,9.2.1
477,Maze,usability testing,4,Battery drain is reasonable even during long observation sessions. Custom fields on participants let me filter by screener criteria.,2023-03-24,31,True,tablet,4.0.1
478,Dovetail,research repository,4,The session recording is crisp and easy to scrub through.,2023-08-03,10,True,mobile,1.9.0
479,Dovetail,research repository,4,Project folders keep multi-phase studies manageable. Video clips export cleanly with timecodes intact.,2024-02-18,27,False,desktop,2.0.0
480,Miro,collaborative whiteboard,1,The browser extension stops recording silently sometimes.,2023-01-15,20,False,mobile,9.3.0
481,Lookback,user research,3,"Strong on data collection, weaker on synthesis.",2023-01-05,40,False,mobile,
482,Dovetail,research repository,5,Permissions are granular enough that clients can view but not edit. The voice memo feature captures context I'd otherwise lose.,2024-08-25,19,True,tablet,2.0.0
483,Fieldkit,field research,4,Real-time co-editing on affinity diagrams is surprisingly smooth.,2024-09-02,33,True,mobile,
484,Dovetail,research repository,4,PDF reports look professional enough to share with executives.,2023-06-18,25,True,desktop,1.8.4
485,Dovetail,research repository,5,I can tag clips without leaving the playback view.,2024-08-26,32,True,,1.9.0
486,Maze,usability testing,5,Project folders keep multi-phase studies manageable. Template library covers most of my research formats out of the box.,2024-07-01,39,True,desktop,4.2.3
487,Fieldkit,field research,5,I was running my first study within 20 minutes of signing up. Automatic session indexing makes it easy to find key moments.,2024-03-30,24,True,mobile,
488,Maze,usability testing,4,I can tag clips without leaving the playback view.,2024-10-07,0,True,desktop,4.2.3
489,Fieldkit,field research,5,The guest access feature is perfect for external stakeholders.,2023-05-21,26,False,desktop,2.5.3
490,Fieldkit,field research,4,Works offline and syncs when I get back to WiFi — essential for fieldwork. Automatic session indexing makes it easy to find key moments.,2023-07-23,38,True,desktop,2.4.1
491,Maze,usability testing,5,Bulk-tagging across sessions is a huge time saver.,2023-10-30,10,True,,4.0.1
492,Miro,collaborative whiteboard,5,Screener templates saved me from writing survey questions from scratch. The session recording is crisp and easy to scrub through.,2024-11-18,5,False,mobile,
493,Lookback,user research,5,The tagging workflow is intuitive once you get used to it.,2023-03-18,46,False,mobile,5.3.1
494,Maze,usability testing,5,PDF reports look professional enough to share with executives. The session recording is crisp and easy to scrub through.,2023-06-28,2,False,mobile,4.0.1
495,Maze,usability testing,5,Real-time co-editing on affinity diagrams is surprisingly smooth.,2023-04-08,2,True,mobile,4.1.0
496,Dovetail,research repository,5,Bulk-tagging across sessions is a huge time saver. The voice memo feature captures context I'd otherwise lose.,2023-10-02,46,True,desktop,1.8.4
497,Maze,usability testing,3,The fundamentals are strong; the extras feel half-finished.,2024-02-14,29,True,desktop,4.2.3
498,Miro,collaborative whiteboard,5,Video clips export cleanly with timecodes intact.,2023-06-20,7,True,tablet,9.3.0
499,Fieldkit,field research,5,Custom fields on participants let me filter by screener criteria. Battery drain is reasonable even during long observation sessions.,2024-08-05,43,True,mobile,3.0.0
500,Lookback,user research,4,The guest access feature is perfect for external stakeholders. Custom fields on participants let me filter by screener criteria.,2024-05-09,31,True,mobile,5.1.2
